STAID_edt,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,locname,NOAA_ID,NEAR_Y,NEAR_X,NEAR_DIST,NIDID,LONGITUDE,LATITUDE,RIVER,DISTANCE,PRIVATE_DA,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPL,YEAR_MODIF,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL,HYDRAULIC_,NID_HEIGHT,MAX_DISCHA,MAX_STORAG,NORMAL_STO,NID_STORAG,SURFACE_AR,DRAINAGE_A,HAZARD,EAP,VOLUME,Distance_1,PstSplnCnt,pstRcrdCnt,pstP90,pstP90Cnt,pstP50,pstP10,pstP10Cnt,pstTmax,pstTmin,pstTmean,pstTmaxT,pstTminT,pstCoolRt,pstWarmRt,pstCffcntV,pstP25cnt,pstP75cnt,NOAA_TmaxT,NOAA_TminT,Lag_TmaxT,Lag_TminT,NOAARcrdCn,NOAASplnCn,Ref,Clim_Reg
STAID09359020,378.2,37.790275,-107.667561,9359020,USC00057656,37.8089,-107.6633,2.104571997,CO01059,-107.710843,37.728058,E LIME CREEK,41,Y,RE,X,U,FR,1956, ,95,24,24,24,24,882,206,131,206,15,0,L,NR,0,7784.299029,348,6,9.518379789,0.17816092,4.756541473,-0.005296844,0.060344828,10.80264087,-0.103868563,4.756541473,211,364,-0.088161491,0.065238405,0.781173086,0.324712644,0.293103448,201,359,10,5,18,366,0,Southwest
STAID09364010,3370.3,36.817861,-108.024444,9364010,USC00290692,36.835,-108.0006,2.8523667,NM00302,-108.103,36.79424,ANIMAS RIVER-OS,2,N,RE,E,U,S,1964,1990,1075,117,0,0,117,1500,8470,6703,8470,198,3,H,Y,0,7111.625532,362,4,18.5709044,0.174033149,10.89434721,3.217790015,0.149171271,21.06497642,1.854169092,10.89434721,205,365,-0.14355802,0.083046968,0.549830962,0.301104972,0.270718232,201,0,4,0,19,366,0,Southwest
STAID09364500,3545.7,36.721392,-108.202018,9364500,USW00023090,36.7436,-108.2292,3.45915633,NM00368,-108.160606,36.713026,SAN JUAN RIVER - OS,5,N,RE,Z,U,R,1962,2004,3890,20,0,0,20,0,182,170,182,35,0,L,NR,0,3612.252788,366,6,19.23853172,0.172131148,11.23026691,3.222002105,0.103825137,21.41567708,0.353700923,11.23026691,213,365,-0.159075858,0.083777125,0.55643221,0.308743169,0.267759563,201,358,12,7,5,366,0,Southwest
STAID09365000,18634,36.72278,-108.22563,9365000,USW00023090,36.7436,-108.2292,2.33683568,NM00523,-108.1867,36.7613,MARTIN ARROYO,0,N,RE,Z,U,C,1987, ,215,25,0,0,25,2516,54,0,54,4,1,H,N,0,5387.795202,366,6,17.3548063,0.117486339,10.53709598,3.719385665,0.155737705,20.62793342,1.525084852,10.53709598,201,365,-0.124827321,0.070909379,0.504872276,0.319672131,0.262295082,201,358,0,7,5,366,0,Southwest
STAID09406100,2541.4,37.196927,-113.285226,9406100,USC00424150,37.1833,-113.2833,1.524827747,UT00515,-113.2341663,37.20114737,VIRGIN RIVER,0, ,PG,X,U,I,1984, ,95,0,73,53,73,0,0,295,295,0,1000,L,NR,0,4299.34723,366,9,25.35523762,0.191256831,17.65391746,9.952597294,0.046448087,27.48232754,9.736659205,17.65391746,201,16,-0.130459839,0.115772747,0.340398785,0.325136612,0.316939891,NA,NA,NA,NA,NA,NA,0,Southwest
STAID09419507,18640.6,36.535278,-114.428333,9419507,USC00265846,36.5508,-114.4581,3.170253909,NV10134,-114.42,36.52833,MUDDY RIVER-OS,0,Y,RE,HEK,SK,FI,1956,2001S,2470,10,10,9,10,150,439,400,439,36,1,S,Y,36000,1045.256785,366,4,25.92148337,0.147540984,18.89367892,11.86587447,0.139344262,28.23355468,9.494942913,18.89367892,202,365,-0.124381971,0.092187692,0.290246541,0.295081967,0.325136612,206,365,4,0,19,366,0,West
STAID10168000,116.9,40.663836,-111.90188,10168000,USC00425963,40.65,-111.9,1.546645015,UT00531,-111.8491023,40.66851749,BIG COTTONWOOD CREEK,0, ,RE,X,U,C,1969, ,1400,0,16,11,16,0,0,90,90,0,53,H,Y,0,4226.16577,365,3,19.81412524,0.191780822,11.60092396,3.387722679,0.052054795,22.88997269,2.69568944,11.60092396,192,357,-0.137769963,0.099952545,0.552438326,0.301369863,0.287671233,NA,NA,NA,NA,NA,365,0,Southwest
STAID10172200,18.7,40.779946,-111.806045,10172200,USC00427185,40.7667,-111.8333,2.727051768,UT10101,-111.8124355,40.78018485,RED BUTTE CREEK,1, ,RE,X,U,S,1930, ,435,0,128,118,128,39,565,385,565,0,7,H,Y,0,506.5707996,366,10,12.82242816,0.183060109,6.789801341,0.757174522,0.068306011,14.02637284,0.210046121,6.789801341,206,0,-0.105715616,0.083980804,0.6932874,0.338797814,0.31420765,NA,NA,NA,NA,NA,NA,1,Southwest
STAID10260500,349.2,34.341114,-117.228376,10260500,USC00043937,34.4206,-117.2661,9.49225124,CA10021,-117.2333,34.34333,WEST FORK MOJAVE RIVER,14,N,RE, , ,CR,1971, ,2200,200,0,193,200,105400,179400,1,179400,1,215,H,Y,0,493.4459615,366,4,24.14683833,0.155737705,15.39916813,6.651497935,0.084699454,26.24750314,5.650117372,15.39916813,206,0,-0.145315069,0.130011295,0.443260523,0.355191257,0.303278689,208,0,2,0,9,366,0,West
STAID10301500,7032.1,39.152461,-119.098889,10301500,USC00268820,39.15,-119.1833,7.283875898,NV10537,-119.0935,39.1484,WALKER RIVER-OS,28,N,RE,FEK,RSK,IR,1998, ,2060,25,19,22,25,17,70,60,70,6,0,L,NR,50000,629.8190004,366,19,22.49644118,0.142076503,12.51512367,2.533806157,0.155737705,24.14214081,0.826701858,12.51512367,206,0,-0.174783355,0.123278953,0.622324129,0.322404372,0.31147541,NA,NA,NA,NA,NA,NA,0,West
STAID10313400,184.2,41.549913,-115.306729,10313400,USC00267848,41.5,-115.3333,5.974626888,NV10410,-115.1897,41.57,HOT CREEK,26,Y,RE,IEK,RSK,CIR,1997, ,625,40,40,46,46,325,520,400,520,18,7,H,Y,0,9438.550239,365,11,15.85479344,0.183561644,7.526485013,-0.801823411,0,19.14172674,0.054756153,7.526485013,205,11,-0.146617292,0.121588736,0.863432742,0.334246575,0.293150685,NA,NA,NA,NA,NA,NA,1,West
STAID10336580,36.9,38.7963,-120.01907,10336580,USC00042671,38.7833,-120.0333,1.900174063,CA00374,-120.0443,38.8349,ECHO CREEK,9,Y,RC, , ,DHIR,1992, ,321,12,14,12,14,1100,1860,1860,1860,338,5,H,Y,0,4754.199406,365,3,11.09779744,0.191780822,5.177197569,-0.743402298,0,12.94980968,0.390079779,5.177197569,209,37,-0.100958667,0.097543959,0.892349299,0.430136986,0.306849315,NA,NA,NA,NA,NA,365,1,West
STAID103366092,100.9,38.848519,-120.027128,103366092,USR0000CMEY,38.8489,-120.0181,0.782964249,CA00374,-120.0443,38.8349,ECHO CREEK,9,Y,RC, , ,DHIR,1992, ,321,12,14,12,14,1100,1860,1860,1860,338,5,H,Y,0,2061.986777,363,3,13.71775152,0.17630854,6.871435853,0.025120186,0,16.22660128,0.456662904,6.871435853,205,352,-0.118584119,0.107310348,0.777451557,0.396694215,0.314049587,204,17,1,30,13,366,0,West
STAID10336645,19.6,39.051852,-120.118521,10336645,USC00048760,39.06,-120.1292,1.29271815,CA00547,-120.1644,39.071,TR LAKE TAHOE,0,N,RE,X,U,HS,1926, ,90,14,0,11,14,0,0,70,70,14,0,U,N,600,4296.365054,366,4,11.81838959,0.199453552,5.436135448,-0.946118699,0,14.87968302,0.276875919,5.436135448,203,53,-0.106616129,0.100351422,0.916110244,0.398907104,0.265027322,183,0,NA,NA,NA,366,1,West
STAID10336660,29.8,39.107407,-120.162135,10336660,USC00048760,39.06,-120.1292,5.989054662,CA00547,-120.1644,39.071,TR LAKE TAHOE,0,N,RE,X,U,HS,1926, ,90,14,0,11,14,0,0,70,70,14,0,U,N,600,4046.53439,366,4,12.20032834,0.169398907,6.012286861,-0.175754619,0,15.65439879,0.776199263,6.012286861,228,52,-0.118785549,0.089853711,0.803114445,0.346994536,0.254098361,183,0,NA,NA,NA,366,1,West
STAID10336676,24.7,39.132129,-120.157691,10336676,USC00048758,39.1678,-120.1428,4.169104745,CA10162,-120.144,39.1671,TRUCKEE RIVER,17,N,CBCNOT,A,RK,I,1913,1990 SE,109,18,18,10,18,0,732000,732000,732000,120000,122200,H,Y,400,4038.572576,366,4,11.20384914,0.158469945,5.130123426,-0.943602291,0,14.79549267,0.376963804,5.130123426,230,0,-0.118385872,0.088281868,0.92382833,0.360655738,0.254098361,208,365,NA,NA,NA,366,1,West
STAID10336770,19.1,38.863241,-119.958237,10336770,USS0019L03S,38.85,-119.94,2.159032998,CA01106,-119.9653,38.9155,TR HEAVENLY VY CR,0,Y,RE,X,S,CS,1961, ,3250,27,0,25,27,0,0,184,184,17,0,H,N,69000,5829.337716,365,3,8.898941057,0.189041096,4.582865502,0.266789948,0,10.12998592,0.553964166,4.582865502,191,333,-0.06484847,0.077458833,0.734879007,0.405479452,0.336986301,NA,NA,NA,NA,NA,NA,1,West
STAID10343500,27.6,39.431572,-120.237979,10343500,USC00047641,39.4317,-120.2406,0.22555428,CA00458,-120.2907,39.4519,INDEPENDENCE CR,30,Y,RE,X,S,S,1939, ,847,31,0,28,31,0,0,18500,18500,725,8,S,N,8749,4826.367302,366,4,10.21675146,0.196721311,5.155552459,0.09435346,0,12.42719625,0.575560256,5.155552459,205,43,-0.080246394,0.087935817,0.766023543,0.407103825,0.281420765,202,16,NA,NA,NA,366,1,West
STAID10351600,4132.7,39.584634,-119.441287,10351600,USC00268834,39.6333,-119.2833,14.57586538,NV10121,-119.4481,39.5859,TRUCKEE RIVER,5,N,CN,A,RK,I,1904, ,1331,31,31,15,31,0,2500,2000,2500,0,0,L,NR,37000,566.7962015,366,19,20.66592764,0.172131148,12.2784702,3.891012768,0.081967213,23.04922551,2.503521133,12.2784702,205,0,-0.148477416,0.118734011,0.533027951,0.322404372,0.306010929,NA,NA,NA,NA,NA,365,0,West
STAID10396000,528.9,42.790833,-118.8675,10396000,USC00356853,42.8081,-118.8778,2.095854274,OR01764,-118.8482285,42.81483078,"DONNER AND BLITZEN RIVER, TRIB",0,N,RE, , ,FP,0, ,0,25,0,0,25,0,0,22,22,3,0,L,NR,100,3049.512402,366,10,16.38122612,0.180327869,8.662673192,0.94412026,0.051912568,19.38115265,0.433795946,8.662673192,211,0,-0.141939225,0.106114345,0.695261003,0.330601093,0.267759563,204,364,NA,NA,NA,365,1,Northwest
STAID11162620,17.3,37.524661,-122.399418,11162620,USR0000CSVA,37.5625,-122.4364,5.322984008,CA00127,-122.3616,37.5283,SAN MATEO CREEK,2,N,PG,X,R,S,1888, ,600,149,0,139,149,0,0,57910,57910,1323,29,H,Y,157200,3176.438595,366,4,16.00269345,0.180327869,12.45418321,8.90567297,0.081967213,16.78968489,7.326223947,12.45418321,246,365,-0.074778944,0.04141717,0.22232829,0.316939891,0.306010929,255,365,9,0,19,366,0,West
STAID11162753,74.8,37.52944,-122.35833,11162753,USC00047864,37.5333,-122.3,5.161404361,CA00127,-122.3616,37.5283,SAN MATEO CREEK,2,N,PG,X,R,S,1888, ,600,149,0,139,149,0,0,57910,57910,1323,29,H,Y,157200,299.5227964,366,4,15.72586346,0.084699454,13.8818871,12.03791074,0.150273224,15.92578459,11.73918203,13.8818871,300,59,-0.05534245,0.017628795,0.103650346,0.344262295,0.37431694,NA,NA,NA,NA,NA,365,0,West
STAID11172945,87.1,37.497436,-121.773564,11172945,USR0000CRSP,37.5019,-121.7355,3.394391138,CA00126,-121.8185,37.4929,CALAVERAS CREEK,7,N,RE,X,S,S,1925, ,1200,210,0,188,210,0,0,100000,100000,1450,98,H,Y,3461000,3776.848249,366,4,19.35071149,0.18579235,14.10310186,8.855492237,0.071038251,20.77419615,7.756756635,14.10310186,205,365,-0.090146528,0.078937206,0.29034262,0.346994536,0.300546448,207,51,NA,NA,NA,366,1,West
STAID11173200,199.1,37.461603,-121.769397,11173200,USR0000CPOV,37.4431,-121.7706,2.060178414,CA00126,-121.8185,37.4929,CALAVERAS CREEK,7,N,RE,X,S,S,1925, ,1200,210,0,188,210,0,0,100000,100000,1450,98,H,Y,3461000,5366.640501,366,4,18.67774316,0.180327869,13.94926022,9.22077727,0.101092896,19.6725525,7.714884411,13.94926022,204,365,-0.075717819,0.07226509,0.264505414,0.325136612,0.303278689,207,365,NA,NA,NA,366,1,West
STAID11173500,255.2,37.497714,-121.817733,11173500,USR0000CCLV,37.5531,-121.8439,6.576763757,CA00126,-121.8185,37.4929,CALAVERAS CREEK,7,N,RE,X,S,S,1925, ,1200,210,0,188,210,0,0,100000,100000,1450,98,H,Y,3461000,538.5184954,366,4,16.77077247,0.139344262,13.53285185,10.29493124,0.174863388,17.31521542,8.833824432,13.53285185,229,365,-0.061169978,0.041886089,0.186698481,0.319672131,0.308743169,242,0,13,0,19,366,0,West
STAID11173510,360.7,37.503547,-121.824677,11173510,USR0000CCLV,37.5531,-121.8439,5.764902074,CA00126,-121.8185,37.4929,CALAVERAS CREEK,7,N,RE,X,S,S,1925, ,1200,210,0,188,210,0,0,100000,100000,1450,98,H,Y,3461000,1289.830751,366,4,17.51211306,0.142076503,13.63215689,9.75220073,0.054644809,17.97632652,8.210545379,13.63215689,212,365,-0.068324855,0.054216089,0.222088544,0.336065574,0.330601093,242,0,30,0,19,366,0,West
STAID11173575,385.4,37.540491,-121.856345,11173575,USR0000CCLV,37.5531,-121.8439,1.78032201,CA00132,-121.8462,37.5759,SAN ANTONIO CREEK,3,N,RE,X,RS,S,1964, ,2160,193,0,175,193,0,0,50500,50500,825,40,H,Y,3240000,4019.385493,366,8,18.83152434,0.109289617,14.2985383,9.765552256,0.128415301,19.27377344,8.58269611,14.2985383,196,365,-0.067631903,0.072102814,0.247375482,0.316939891,0.330601093,242,0,46,0,19,366,0,West
STAID11174000,101.3,37.577434,-121.857734,11174000,USR0000CCLV,37.5531,-121.8439,2.967861177,CA00132,-121.8462,37.5759,SAN ANTONIO CREEK,3,N,RE,X,RS,S,1964, ,2160,193,0,175,193,0,0,50500,50500,825,40,H,Y,3240000,976.0423706,363,4,18.31603774,0.173553719,14.40997907,10.50392041,0.066115702,20.01556236,9.318934086,14.40997907,238,365,-0.086191168,0.049513581,0.211514101,0.330578512,0.256198347,242,0,4,0,19,366,0,West
STAID11176500,381.6,37.623265,-121.758842,11176500,USC00044997,37.6922,-121.7692,7.719264324,CA00043,-121.745,37.6157,ARROYO VALLE,6,N,RE,X,R,CRS,1968, ,880,222,0,194,222,47000,0,77100,77100,710,146,H,Y,4200000,1426.108594,366,4,19.48015593,0.092896175,14.61851304,9.756870161,0.054644809,22.97071236,7.867492809,14.61851304,208,365,-0.08124802,0.067741786,0.259503828,0.322404372,0.232240437,205,0,3,0,18,366,0,West
STAID11204100,249.1,36.024116,-118.813426,11204100,USR0000CFOU,35.8922,-118.915,17.2841891,CA00712,-118.8494,36.0346,TR S TULE RIVER,8,N,RE,X,R,OS,1963, ,650,54,0,52,54,0,0,325,325,21,1,S,N,73500,3274.13892,366,4,22.16294539,0.18852459,14.60573703,7.048528672,0.043715847,24.4375772,6.005442944,14.60573703,207,365,-0.131759394,0.114854132,0.403740051,0.352459016,0.278688525,207,365,NA,NA,NA,366,1,West
STAID11251000,4344.8,36.984394,-119.724312,11251000,USC00043261,36.9969,-119.7072,2.059996359,CA10154,-119.7053,37.0004,SAN JOAQUIN RIVER,0,N,CNPG, , ,CIRS,1942, ,3488,299,319,295,319,0,520500,520500,520500,4900,1633,H,Y,2135000,2388.137918,366,4,14.27399104,0.06557377,11.84151284,9.409034651,0.153005464,14.42744223,8.925303978,11.84151284,305,54,-0.061475744,0.024797513,0.160289723,0.346994536,0.401639344,205,361,100,58,19,366,0,West
STAID11276500,1179.1,37.937421,-119.798233,11276500,USC00043939,37.9614,-119.7831,2.978267259,CA00123,-119.789,37.9484,TUOLUMNE RIVER,33,N,PG,X,R,HS,1923, ,900,312,0,306,312,0,0,360000,360000,1972,459,H,Y,662605,1438.528855,366,4,12.65583295,0.142076503,10.08793374,7.520034534,0.150273224,13.32488991,7.229922455,10.08793374,207,104,-0.020927116,0.045470158,0.198627633,0.336065574,0.262295082,208,362,1,107,17,366,0,West
STAID11276900,1255.1,37.881591,-119.970182,11276900,USC00045400,37.885,-119.8561,10.01924365,CA00120,-119.9569,37.8755,TUOLUMNE RIVER,23,Y,VA,X,R,CHS,1925, ,262,56,0,46,56,0,0,115,115,7,488,L,Y,16564,1292.752883,366,4,16.34166281,0.161202186,11.15362816,5.965593511,0,19.25226618,6.338711927,11.15362816,229,365,-0.108247817,0.07117128,0.362953192,0.325136612,0.273224044,16,9,152,9,1,28,0,West
STAID11277300,305.2,37.967699,-119.917403,11277300,USC00041697,37.9747,-119.9161,0.786810006,CA00125,-119.9147,37.9743,CHERRY CREEK,30,Y,RE,X,R,CHS,1956, ,2630,315,0,302,315,0,0,273500,273500,1535,114,H,Y,7000000,765.8233013,366,4,10.91229581,0.101092896,8.01858973,5.124883645,0.00273224,13.31555452,5.100908419,8.01858973,243,0,-0.060737695,0.038312988,0.281592017,0.330601093,0.234972678,208,362,35,3,17,366,0,West
STAID11278000,207.7,37.969088,-119.882124,11278000,USC00044679,37.9667,-119.8833,0.284842901,CA00121,-119.8818,37.974,ELEANOR CREEK,30,N,MV,X,R,HS,1918, ,1260,61,0,61,61,0,0,28600,28600,953,80,H,Y,11640,545.3533339,366,4,19.01869095,0.161202186,11.76860376,4.51851657,0.046448087,21.61861437,3.863905474,11.76860376,247,57,-0.146599716,0.10000302,0.480708945,0.357923497,0.297814208,NA,NA,NA,NA,NA,365,0,West
STAID11289650,3983.7,37.666321,-120.442139,11289650,USC00042920,37.585,-120.2672,17.86416702,CA00278,-120.4444,37.6721,TUOLUMNE RIVER,1,N,MSVA, , , ,1893, ,310,131,0,0,131,0,500,350,500,58,0,S,NR,0,667.5297254,366,4,12.67267941,0.136612022,11.49218622,10.31169302,0.12295082,12.91844743,10.0313547,11.49218622,253,82,-0.017986855,0.017955234,0.080153917,0.286885246,0.327868852,225,326,28,121,3,123,0,West
STAID11302000,2539.6,37.851594,-120.637982,11302000,USC00044590,37.8,-120.65,5.833287777,CA00260,-120.6303,37.8633,STANISLAUS RV,4,N,MV,X,R,CS,1912, ,460,101,0,81,101,0,0,500,500,70,996,H,Y,11178,1446.869246,366,3,12.65582318,0.155737705,11.31151658,9.967209986,0,13.30967452,10.11207431,11.31151658,296,365,-0.048686735,0.013524479,0.092734516,0.448087432,0.281420765,NA,NA,NA,NA,NA,NA,0,West
STAID11446500,4984.4,38.63546,-121.227726,11446500,USC00043111,38.6833,-121.1833,6.570986795,CA10174,-121.2197,38.6362,AMERICAN RIVER,3,N,CNPG,A,RK,FHIR,1955, ,1093,87,87,47,87,300000,8800,8800,8800,540,1898,H,Y,121100,663.6769778,366,4,17.04634502,0.101092896,13.3395474,9.63274978,0.081967213,17.17387785,9.114090952,13.3395474,231,56,-0.055656581,0.050879162,0.216831161,0.338797814,0.341530055,NA,NA,NA,NA,NA,365,0,West
STAID11467000,3465.2,38.508523,-122.927774,11467000,USW00023213,38.5039,-122.8103,10.2348643,CA01445,-122.8526,38.505,OFFSTREAM,4,N,RE,X,S,CS,2002, ,2125,45,0,42,45,0,0,315,315,12,0,S,N,287200,6184.33829,366,12,21.90069549,0.158469945,16.09149248,10.28228947,0.06010929,23.25632682,9.529721821,16.09149248,200,365,-0.095294307,0.089326942,0.281698245,0.319672131,0.322404372,239,0,39,0,5,366,0,West
STAID11507500,9786.5,42.223478,-121.794171,11507500,USC00354506,42.2008,-121.7814,2.732239052,OR00180,-121.8014,42.2336,KLAMATH RIVER,1,Y,CBPG,HCK,RK,HI,1892, ,435,22,22,8,22,8500,523700,523700,523700,85000,3800,L,Y,2200,1255.312436,366,17,20.7981086,0.161202186,11.54784308,2.297577553,0.032786885,23.19704212,1.717786472,11.54784308,209,365,-0.162036579,0.133406705,0.62505357,0.349726776,0.31147541,128,28,81,28,1,63,0,Northwest
STAID11509500,18081.2,42.133199,-121.962231,11509500,USC00354403,42.0944,-121.9022,6.567515738,OR00558,-121.9475,42.1347,KLAMATH RIVER,0,Y,PGRE,HCK,RK,HO,1967, ,723,41,41,26,41,25000,18500,18500,18500,1860,3920,L,Y,0,1157.035494,366,15,21.04721522,0.155737705,11.69405393,2.340892645,0.120218579,22.94917581,1.503987015,11.69405393,208,365,-0.162479487,0.131979993,0.624104402,0.336065574,0.31420765,211,0,3,0,9,366,0,Northwest
STAID12115000,102.8,47.370107,-121.625101,12115000,USS0021B21S,47.36,-121.57,4.29941896,WA00256,-121.725455,47.409604,CEDAR RIVER,3,N,PG,HC,SK,S,1904, ,108,18,18,18,18,0,75000,75000,75000,1682,81,L,N,0,8388.434317,366,19,10.2084786,0.180327869,6.623138384,3.037798165,0,11.1444153,3.125839315,6.623138384,217,0,-0.063724696,0.052984021,0.422406369,0.37704918,0.308743169,226,365,NA,NA,NA,366,1,Northwest
STAID12116500,220.1,47.417047,-121.792054,12116500,USC00451233,47.4144,-121.7561,2.721240885,WA00255,-121.75259,47.41221,CEDAR RIVER,2,N,VA,HC,SK,HS,1914, ,980,215,225,215,225,74400,175000,93900,175000,280,81,H,Y,0,2862.154592,366,19,15.40906224,0.183060109,9.115614449,2.822166659,0,16.68742151,3.10258939,9.115614449,234,14,-0.123707806,0.085754438,0.538724343,0.360655738,0.306010929,209,365,25,14,19,366,0,Northwest
STAID12117600,345.9,47.379546,-121.983448,12117600,USC00454486,47.3767,-121.9614,1.690028765,WA00339,-121.9961835,47.34728531,TR-GREEN RIVER,0,N,RE,HEK,SZ,O,1972, ,2950,18,18,18,18,0,165,120,165,17,1,L,N,0,3700.082707,366,19,12.47742123,0.131147541,9.170704459,5.863987687,0.084699454,12.86638793,5.555268197,9.170704459,207,0,-0.052019687,0.05074749,0.281357318,0.357923497,0.371584699,226,365,19,0,19,366,0,Northwest
STAID12137290,30.4,47.947326,-121.626783,12137290,USC00458034,47.8664,-121.7175,11.25597819,WA00208,-121.6868,47.9746,"SULTAN RIVER,  SKYKOMISH RIVER",16,N,ER,IEK,RSK,CHRS,1983, ,640,262,262,242,262,57132,193440,153260,193440,1870,68,H,Y,740000,5206.277444,366,11,11.05651728,0.174863388,6.614775417,2.173033551,0,13.2066007,2.51846843,6.614775417,222,0,-0.082478056,0.068323692,0.523964817,0.390710383,0.267759563,226,365,NA,NA,NA,366,1,Northwest
STAID12137800,198.5,47.959268,-121.797345,12137800,USC00458034,47.8664,-121.7175,11.9183769,WA00197,-121.830974,47.944367,CHAPLAIN CREEK,8,N,RE,HEK,SK,S,1930,1993O;,900,50,75,50,75,660,17800,16200,17800,450,3,H,Y,0,2893.214354,366,11,11.79621497,0.155737705,7.858019721,3.919824473,0.049180328,12.35239251,3.788308951,7.858019721,255,56,-0.085620856,0.048768303,0.391064185,0.357923497,0.330601093,226,365,29,56,18,366,0,Northwest
STAID12138160,243.5,47.907324,-121.815399,12138160,USC00458034,47.8664,-121.7175,8.602200306,WA00448,-121.817883,47.930856,CHAPLAIN CREEK-OFFSTREAM,7,N,RE,HEZ,U,OS,1985, ,1800,16,20,16,20,100,62,55,62,4,0,L,N,0,2621.660601,366,19,12.11163968,0.153005464,7.952187601,3.792735524,0.106557377,13.23945904,3.705011662,7.952187601,255,45,-0.093969358,0.05064873,0.408144006,0.346994536,0.300546448,226,365,29,45,18,366,0,Northwest
STAID12147500,102.9,47.712324,-121.788727,12147500,USC00458508,47.7,-121.6908,7.45459538,WA00237,-121.7911307,47.70383,SOUTH FORK TOLT-OFFSTREAM,10,N,RE,X,U,HS,1962, ,320,35,43,35,43,0,1100,882,1100,37,6,S,N,0,960.068699,366,16,10.98810783,0.183060109,7.826324007,4.664540182,0,11.96385525,4.864122161,7.826324007,207,365,-0.054042198,0.048980869,0.315237783,0.387978142,0.292349727,219,0,NA,NA,NA,366,1,Northwest
STAID12148300,76.8,47.696768,-121.787338,12148300,USC00458508,47.7,-121.6908,7.233633337,WA00237,-121.7911307,47.70383,SOUTH FORK TOLT-OFFSTREAM,10,N,RE,X,U,HS,1962, ,320,35,43,35,43,0,1100,882,1100,37,6,S,N,0,828.9612915,366,19,12.24022647,0.150273224,8.315169749,4.390113032,0.158469945,12.79133722,4.262208384,8.315169749,229,14,-0.068878199,0.055036762,0.36833139,0.357923497,0.322404372,219,0,10,14,9,366,0,Northwest
STAID12148500,210.2,47.695657,-121.824006,12148500,USC00458508,47.7,-121.6908,9.980651853,WA00238,-121.8067,47.7064,NORTH & SOUTH FORK TOLT RIVER,11,N,RE,FEK,SK,HS,1962, ,250,35,35,29,35,0,882,0,882,0,250,H,Y,0,1712.122869,366,4,12.65782554,0.177595628,8.551639556,4.445453568,0.06010929,13.83592951,4.181714295,8.551639556,208,56,-0.065932749,0.066439723,0.374673644,0.360655738,0.267759563,219,0,11,56,9,366,0,Northwest
STAID12178100,69.7,48.655959,-121.238456,12178100,USC00455840,48.6758,-121.2419,2.220668819,WA00168,-121.2086,48.69801,SKAGIT RIVER,3,N,CNPGVA,HCK,RK,CHR,1961, ,670,300,300,280,300,145000,9758,8485,9758,241,1193,H,Y,0,5117.69934,365,3,10.58353088,0.17260274,6.585655071,2.587779258,0.073972603,12.28960021,1.468904993,6.585655071,219,52,-0.071791102,0.059680308,0.473690019,0.326027397,0.273972603,226,365,NA,NA,NA,366,1,Northwest
STAID12189500,1855.3,48.424559,-121.568463,12189500,USW00004223,48.5406,-121.4461,15.74263164,WA00330,-121.5846,48.3715,TRIB OF RINKER CREEK,12,N,RE,IX,U,R,1970, ,210,0,0,14,14,424,86,0,86,0,0,L,NR,200,6007.652761,366,4,13.9676972,0.169398907,8.675029375,3.382361547,0.019125683,16.66216325,2.852276366,8.675029375,218,0,-0.099391577,0.074015211,0.476066474,0.297814208,0.267759563,226,365,NA,NA,NA,366,1,Northwest
STAID12323800,1690.3,46.208259,-112.76726,12323800,USC00248687,46.1833,-112.75,3.076886102,MT03705,-112.8009023,46.20967641,TR-LOST CREEK,5,N,RE, , ,I,1953, ,500,15,0,15,15,0,93,48,93,0,0,L,NR,0,2449.159962,365,4,16.07894266,0.156164384,8.085695489,0.09244832,0,19.15393433,0.385648484,8.085695489,199,362,-0.137586793,0.114947447,0.771382488,0.375342466,0.298630137,NA,NA,NA,NA,NA,NA,0,Northern Rockies
STAID12324200,2591.4,46.397705,-112.742817,12324200,USC00242273,46.3833,-112.7333,1.760231571,MT01421,-112.7409,46.4276,TR-CLARK FORK,1,N,RE, , ,O,1960, ,1500,8,0,8,8,0,98,98,98,0,0,L,NR,0,3325.322901,365,4,16.64600308,0.15890411,8.34177696,0.037550842,0,19.28631055,0.136818949,8.34177696,198,19,-0.137057221,0.123798506,0.776791576,0.378082192,0.320547945,NA,NA,NA,NA,NA,365,0,Northern Rockies
STAID12334510,2314,46.722427,-113.68315,12334510,USC00241831,46.7169,-113.6672,1.362389626,MT03491,-113.7181958,46.68249064,GIBERT CREEK,5,N,RE, , ,P,1960, ,350,25,0,25,25,0,140,83,140,0,0,L,NR,0,5107.964972,366,19,14.27035541,0.177595628,7.175211642,0.080067872,0,16.82391921,0.277571454,7.175211642,204,365,-0.12303937,0.105256485,0.771596766,0.336065574,0.289617486,202,5,2,5,7,366,0,Northern Rockies
