"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","YSI.EX02_Wtemp","YSI.EX02_Wtemp_cd","Flow","Flow_cd"
"1","USGS","05418400",2012-05-25,19.6,"A",NA,NA,301,"A"
"2","USGS","05418400",2012-05-26,19.6,"A",NA,NA,315,"A"
"3","USGS","05418400",2012-05-27,22.3,"A",NA,NA,501,"A"
"4","USGS","05418400",2012-05-28,23.8,"A",NA,NA,400,"A"
"5","USGS","05418400",2012-05-29,22.3,"A",NA,NA,348,"A"
"6","USGS","05418400",2012-05-30,20.5,"A",NA,NA,314,"A"
"7","USGS","05418400",2012-05-31,17.2,"A",NA,NA,318,"A"
"8","USGS","05418400",2012-06-01,16.6,"A",NA,NA,327,"A"
"9","USGS","05418400",2012-06-02,17.8,"A",NA,NA,310,"A"
"10","USGS","05418400",2012-06-03,18.9,"A",NA,NA,301,"A"
"11","USGS","05418400",2012-06-04,21.2,"A",NA,NA,295,"A"
"12","USGS","05418400",2012-06-05,22.5,"A",NA,NA,288,"A"
"13","USGS","05418400",2012-06-06,22.2,"A",NA,NA,281,"A"
"14","USGS","05418400",2012-06-07,22.1,"A",NA,NA,274,"A"
"15","USGS","05418400",2012-06-08,22.8,"A",NA,NA,272,"A"
"16","USGS","05418400",2012-06-09,23.8,"A",NA,NA,271,"A"
"17","USGS","05418400",2012-06-10,24.4,"A",NA,NA,270,"A"
"18","USGS","05418400",2012-06-11,24.6,"A",NA,NA,274,"A"
"19","USGS","05418400",2012-06-12,22.7,"A",NA,NA,290,"A"
"20","USGS","05418400",2012-06-13,20.6,"A",NA,NA,274,"A"
"21","USGS","05418400",2012-06-14,21.1,"A",NA,NA,266,"A"
"22","USGS","05418400",2012-06-15,22.9,"A",NA,NA,263,"A"
"23","USGS","05418400",2012-06-16,24.4,"A",NA,NA,263,"A"
"24","USGS","05418400",2012-06-17,25.2,"A",NA,NA,267,"A"
"25","USGS","05418400",2012-06-18,26.2,"A",NA,NA,265,"A"
"26","USGS","05418400",2012-06-19,27.1,"A",NA,NA,262,"A"
"27","USGS","05418400",2012-06-20,27.3,"A",NA,NA,257,"A"
"28","USGS","05418400",2012-06-21,26.5,"A",NA,NA,253,"A"
"29","USGS","05418400",2012-06-22,24.7,"A",NA,NA,248,"A"
"30","USGS","05418400",2012-06-23,22.7,"A",NA,NA,239,"A"
"31","USGS","05418400",2012-06-24,23.1,"A",NA,NA,240,"A"
"32","USGS","05418400",2012-06-25,24.3,"A",NA,NA,240,"A"
"33","USGS","05418400",2012-06-26,23.2,"A",NA,NA,237,"A"
"34","USGS","05418400",2012-06-27,24.2,"A",NA,NA,234,"A"
"35","USGS","05418400",2012-06-28,26.9,"A",NA,NA,235,"A"
"36","USGS","05418400",2012-06-29,24.7,"A",NA,NA,237,"A"
"37","USGS","05418400",2012-07-03,28.9,"A",NA,NA,230,"A"
"38","USGS","05418400",2012-07-04,29.3,"A",NA,NA,228,"A"
"39","USGS","05418400",2012-07-05,29.2,"A",NA,NA,225,"A"
"40","USGS","05418400",2012-07-06,29.7,"A",NA,NA,223,"A"
"41","USGS","05418400",2012-07-07,29.7,"A",NA,NA,220,"A"
"42","USGS","05418400",2012-07-08,28.5,"A",NA,NA,219,"A"
"43","USGS","05418400",2012-07-09,27,"A",NA,NA,216,"A"
"44","USGS","05418400",2012-07-10,25.1,"A",NA,NA,216,"A"
"45","USGS","05418400",2012-07-11,24.4,"A",NA,NA,214,"A"
"46","USGS","05418400",2012-07-12,25.1,"A",NA,NA,212,"A"
"47","USGS","05418400",2012-07-13,24.3,"A",NA,NA,217,"A"
"48","USGS","05418400",2012-07-14,25.2,"A",NA,NA,218,"A"
"49","USGS","05418400",2012-07-15,26.1,"A",NA,NA,219,"A"
"50","USGS","05418400",2012-07-16,27.6,"A",NA,NA,219,"A"
"51","USGS","05418400",2012-07-17,28.5,"A",NA,NA,211,"A"
"52","USGS","05418400",2012-07-18,28.8,"A",NA,NA,210,"A"
"53","USGS","05418400",2012-07-19,26.9,"A",NA,NA,207,"A"
"54","USGS","05418400",2012-07-20,25.9,"A",NA,NA,200,"A"
"55","USGS","05418400",2012-07-21,24.9,"A",NA,NA,196,"A"
"56","USGS","05418400",2012-07-22,23.8,"A",NA,NA,193,"A"
"57","USGS","05418400",2012-07-23,25.4,"A",NA,NA,192,"A"
"58","USGS","05418400",2012-07-24,26.8,"A",NA,NA,189,"A"
"59","USGS","05418400",2012-07-25,27.2,"A",NA,NA,185,"A"
"60","USGS","05418400",2012-07-26,27.3,"A",NA,NA,184,"A"
"61","USGS","05418400",2012-07-27,25.7,"A",NA,NA,208,"A"
"62","USGS","05418400",2012-07-28,24.3,"A",NA,NA,195,"A"
"63","USGS","05418400",2012-07-29,22.6,"A",NA,NA,191,"A"
"64","USGS","05418400",2012-07-30,25,"A",NA,NA,211,"A e"
"65","USGS","05418400",2012-07-31,26.9,"A",NA,NA,208,"A"
"66","USGS","05418400",2012-08-01,26.3,"A",NA,NA,199,"A"
"67","USGS","05418400",2012-08-02,26.5,"A",NA,NA,198,"A"
"68","USGS","05418400",2012-08-03,26.4,"A",NA,NA,201,"A"
"69","USGS","05418400",2012-08-04,24.9,"A",NA,NA,222,"A"
"70","USGS","05418400",2012-08-05,23.4,"A",NA,NA,374,"A"
"71","USGS","05418400",2012-08-06,23.3,"A",NA,NA,263,"A"
"72","USGS","05418400",2012-08-07,24.4,"A",NA,NA,221,"A"
"73","USGS","05418400",2012-08-08,22.6,"A",NA,NA,227,"A"
"74","USGS","05418400",2012-08-09,21.6,"A",NA,NA,216,"A e"
"75","USGS","05418400",2012-08-10,21.6,"A",NA,NA,212,"A e"
"76","USGS","05418400",2012-08-11,21.4,"A",NA,NA,219,"A e"
"77","USGS","05418400",2012-08-12,19.3,"A",NA,NA,213,"A e"
"78","USGS","05418400",2012-08-13,19.3,"A",NA,NA,220,"A e"
"79","USGS","05418400",2012-08-14,20.8,"A",NA,NA,236,"A e"
"80","USGS","05418400",2012-08-15,22.5,"A",NA,NA,210,"A e"
"81","USGS","05418400",2012-08-16,21.8,"A",NA,NA,230,"A"
"82","USGS","05418400",2012-08-17,21,"A",NA,NA,234,"A"
"83","USGS","05418400",2012-08-18,20.5,"A",NA,NA,214,"A"
"84","USGS","05418400",2012-08-19,20.5,"A",NA,NA,202,"A"
"85","USGS","05418400",2012-08-20,20.6,"A",NA,NA,199,"A"
"86","USGS","05418400",2012-08-21,20.4,"A",NA,NA,195,"A"
"87","USGS","05418400",2012-08-22,20.7,"A",NA,NA,193,"A"
"88","USGS","05418400",2012-08-23,22.7,"A",NA,NA,193,"A"
"89","USGS","05418400",2012-08-24,23.4,"A",NA,NA,189,"A"
"90","USGS","05418400",2012-08-25,23,"A",NA,NA,187,"A"
"91","USGS","05418400",2012-08-26,22,"A",NA,NA,205,"A"
"92","USGS","05418400",2012-08-27,22.4,"A",NA,NA,247,"A"
"93","USGS","05418400",2012-08-28,23.4,"A",NA,NA,227,"A"
"94","USGS","05418400",2012-08-29,24,"A",NA,NA,204,"A"
"95","USGS","05418400",2012-08-30,24.3,"A",NA,NA,196,"A"
"96","USGS","05418400",2012-08-31,23.9,"A",NA,NA,191,"A"
"97","USGS","05418400",2012-09-01,22.9,"A",NA,NA,190,"A"
"98","USGS","05418400",2012-09-02,22.8,"A",NA,NA,189,"A"
"99","USGS","05418400",2012-09-03,24,"A",NA,NA,190,"A"
"100","USGS","05418400",2012-09-04,24.8,"A",NA,NA,192,"A"
"101","USGS","05418400",2012-09-05,23.4,"A",NA,NA,205,"A"
"102","USGS","05418400",2012-09-06,22.6,"A",NA,NA,216,"A"
"103","USGS","05418400",2012-09-07,20.3,"A",NA,NA,214,"A"
"104","USGS","05418400",2012-09-08,18.5,"A",NA,NA,202,"A"
"105","USGS","05418400",2012-09-09,18.4,"A",NA,NA,193,"A"
"106","USGS","05418400",2012-09-10,18.1,"A",NA,NA,186,"A"
"107","USGS","05418400",2012-09-11,18.8,"A",NA,NA,181,"A"
"108","USGS","05418400",2012-09-12,20.1,"A",NA,NA,180,"A"
"109","USGS","05418400",2012-09-13,16.7,"A",NA,NA,179,"A"
"110","USGS","05418400",2012-09-14,15.9,"A",NA,NA,180,"A"
"111","USGS","05418400",2012-09-15,16.6,"A",NA,NA,180,"A"
"112","USGS","05418400",2012-09-16,16.5,"A",NA,NA,181,"A"
"113","USGS","05418400",2012-09-17,16.2,"A",NA,NA,182,"A"
"114","USGS","05418400",2012-09-18,14.1,"A",NA,NA,187,"A e"
"115","USGS","05418400",2012-09-19,14,"A",NA,NA,186,"A e"
"116","USGS","05418400",2012-09-20,15,"A",NA,NA,180,"A"
"117","USGS","05418400",2012-09-21,13.1,"A",NA,NA,178,"A"
"118","USGS","05418400",2012-09-22,12.4,"A",NA,NA,179,"A"
"119","USGS","05418400",2012-09-23,11.6,"A",NA,NA,179,"A"
"120","USGS","05418400",2012-09-24,11.7,"A",NA,NA,178,"A"
"121","USGS","05418400",2012-09-25,13.9,"A",NA,NA,179,"A"
"122","USGS","05418400",2012-09-26,14.7,"A",NA,NA,180,"A"
"123","USGS","05418400",2012-09-27,13.8,"A",NA,NA,178,"A"
"124","USGS","05418400",2012-09-28,13.3,"A",NA,NA,177,"A"
"125","USGS","05418400",2012-09-29,13.9,"A",NA,NA,177,"A"
"126","USGS","05418400",2012-09-30,14.4,"A",NA,NA,178,"A"
"127","USGS","05418400",2012-10-01,13.9,"A",NA,NA,178,"A"
"128","USGS","05418400",2012-10-02,14.4,"A",NA,NA,178,"A"
"129","USGS","05418400",2012-10-03,14.6,"A",NA,NA,178,"A"
"130","USGS","05418400",2012-10-04,13.4,"A",NA,NA,176,"A"
"131","USGS","05418400",2012-10-05,9.9,"A",NA,NA,173,"A"
"132","USGS","05418400",2012-10-06,7.5,"A",NA,NA,173,"A"
"133","USGS","05418400",2012-10-07,8.7,"A",NA,NA,175,"A"
"134","USGS","05418400",2012-10-08,8.5,"A",NA,NA,176,"A"
"135","USGS","05418400",2012-10-09,10.2,"A",NA,NA,177,"A"
"136","USGS","05418400",2012-10-10,9.1,"A",NA,NA,178,"A"
"137","USGS","05418400",2012-10-11,9,"A",NA,NA,178,"A"
"138","USGS","05418400",2012-10-12,9.6,"A",NA,NA,176,"A"
"139","USGS","05418400",2012-10-13,10.4,"A",NA,NA,184,"A"
"140","USGS","05418400",2012-10-14,12.5,"A",NA,NA,205,"A"
"141","USGS","05418400",2012-10-15,11.2,"A",NA,NA,226,"A"
"142","USGS","05418400",2012-10-16,11.8,"A",NA,NA,220,"A"
"143","USGS","05418400",2012-10-17,12.2,"A",NA,NA,207,"A"
"144","USGS","05418400",2012-10-18,10.6,"A",NA,NA,212,"A"
"145","USGS","05418400",2012-10-19,10.3,"A",NA,NA,204,"A"
"146","USGS","05418400",2012-10-20,9.5,"A",NA,NA,195,"A"
"147","USGS","05418400",2012-10-21,10,"A",NA,NA,191,"A"
"148","USGS","05418400",2012-10-22,11.9,"A",NA,NA,198,"A"
"149","USGS","05418400",2012-10-23,15,"A",NA,NA,208,"A"
"150","USGS","05418400",2012-10-27,7.4,"A",NA,NA,180,"A"
"151","USGS","05418400",2012-10-28,6.4,"A",NA,NA,179,"A"
"152","USGS","05418400",2012-10-29,5.9,"A",NA,NA,179,"A"
"153","USGS","05418400",2012-10-30,5.8,"A",NA,NA,179,"A"
"154","USGS","05418400",2012-10-31,5.2,"A",NA,NA,180,"A"
"155","USGS","05418400",2012-11-01,5.8,"A",NA,NA,181,"A"
"156","USGS","05418400",2012-11-02,5.5,"A",NA,NA,180,"A"
"157","USGS","05418400",2012-11-03,6.5,"A",NA,NA,179,"A"
"158","USGS","05418400",2012-11-04,6.7,"A",NA,NA,177,"A"
"159","USGS","05418400",2012-11-05,7.4,"A",NA,NA,176,"A"
"160","USGS","05418400",2012-11-06,5.8,"A",NA,NA,179,"A"
"161","USGS","05418400",2012-11-07,6.6,"A",NA,NA,183,"A"
"162","USGS","05418400",2012-11-08,7.3,"A",NA,NA,179,"A"
"163","USGS","05418400",2012-11-09,7.6,"A",NA,NA,177,"A"
"164","USGS","05418400",2012-11-10,10.5,"A",NA,NA,177,"A"
"165","USGS","05418400",2012-11-11,11.1,"A",NA,NA,185,"A"
"166","USGS","05418400",2012-11-12,5.6,"A",NA,NA,206,"A"
"167","USGS","05418400",2012-11-13,3.6,"A",NA,NA,207,"A"
"168","USGS","05418400",2012-11-14,4.4,"A",NA,NA,189,"A"
"169","USGS","05418400",2012-11-15,4.7,"A",NA,NA,182,"A"
"170","USGS","05418400",2012-11-16,4.6,"A",NA,NA,178,"A"
"171","USGS","05418400",2012-11-17,4.3,"A",NA,NA,176,"A"
"172","USGS","05418400",2012-11-18,4.8,"A",NA,NA,176,"A"
"173","USGS","05418400",2012-11-19,6.6,"A",NA,NA,176,"A"
"174","USGS","05418400",2012-11-20,8.2,"A",NA,NA,175,"A"
"175","USGS","05418400",2012-11-21,8,"A",NA,NA,175,"A"
"176","USGS","05418400",2012-11-22,8,"A",NA,NA,175,"A"
"177","USGS","05418400",2012-11-23,4.4,"A",NA,NA,172,"A"
"178","USGS","05418400",2012-11-24,1.6,"A",NA,NA,171,"A"
"179","USGS","05418400",2012-11-25,2.3,"A",NA,NA,174,"A"
"180","USGS","05418400",2012-11-26,1.9,"A",NA,NA,174,"A"
"181","USGS","05418400",2012-11-27,0.3,"A",NA,NA,165,"A e"
"182","USGS","05418400",2012-11-28,0.8,"A",NA,NA,157,"A e"
"183","USGS","05418400",2012-11-29,1.3,"A",NA,NA,166,"A e"
"184","USGS","05418400",2012-11-30,3,"A",NA,NA,176,"A"
"185","USGS","05418400",2012-12-01,3.5,"A",NA,NA,175,"A"
"186","USGS","05418400",2012-12-02,6.4,"A",NA,NA,175,"A"
"187","USGS","05418400",2012-12-03,8.6,"A",NA,NA,174,"A"
"188","USGS","05418400",2012-12-04,7.4,"A",NA,NA,171,"A"
"189","USGS","05418400",2012-12-05,4.1,"A",NA,NA,168,"A"
"190","USGS","05418400",2012-12-06,4.5,"A",NA,NA,168,"A"
"191","USGS","05418400",2012-12-07,5.3,"A",NA,NA,169,"A"
"192","USGS","05418400",2012-12-08,4.6,"A",NA,NA,169,"A"
"193","USGS","05418400",2012-12-09,3.9,"A",NA,NA,171,"A"
"194","USGS","05418400",2012-12-10,2.4,"A",NA,NA,173,"A"
"195","USGS","05418400",2012-12-11,0.8,"A",NA,NA,163,"A e"
"196","USGS","05418400",2012-12-12,1.2,"A",NA,NA,159,"A e"
"197","USGS","05418400",2012-12-13,1.4,"A",NA,NA,164,"A e"
"198","USGS","05418400",2012-12-14,1.6,"A",NA,NA,169,"A"
"199","USGS","05418400",2012-12-15,4,"A",NA,NA,182,"A"
"200","USGS","05418400",2012-12-16,5,"A",NA,NA,188,"A"
"201","USGS","05418400",2012-12-17,3.9,"A",NA,NA,184,"A"
"202","USGS","05418400",2012-12-18,3.1,"A",NA,NA,177,"A"
"203","USGS","05418400",2012-12-19,3.2,"A",NA,NA,173,"A"
"204","USGS","05418400",2012-12-20,0.3,"A",NA,NA,157,"A e"
"205","USGS","05418400",2012-12-21,0.1,"A",NA,NA,127,"A e"
"206","USGS","05418400",2012-12-22,0.1,"A",NA,NA,136,"A e"
"207","USGS","05418400",2012-12-23,0.1,"A",NA,NA,153,"A e"
"208","USGS","05418400",2012-12-24,0.1,"A",NA,NA,166,"A e"
"209","USGS","05418400",2012-12-25,0.1,"A",NA,NA,189,"A e"
"210","USGS","05418400",2012-12-26,0.1,"A",NA,NA,188,"A e"
"211","USGS","05418400",2012-12-27,0.1,"A",NA,NA,182,"A e"
"212","USGS","05418400",2012-12-28,0.1,"A",NA,NA,180,"A e"
"213","USGS","05418400",2012-12-29,0.1,"A",NA,NA,174,"A e"
"214","USGS","05418400",2012-12-30,0.1,"A",NA,NA,178,"A e"
"215","USGS","05418400",2012-12-31,0.1,"A",NA,NA,181,"A e"
"216","USGS","05418400",2013-01-01,0.1,"A",NA,NA,175,"A e"
"217","USGS","05418400",2013-01-02,0.1,"A",NA,NA,178,"A e"
"218","USGS","05418400",2013-01-03,0.1,"A",NA,NA,178,"A e"
"219","USGS","05418400",2013-01-04,0.1,"A",NA,NA,184,"A e"
"220","USGS","05418400",2013-01-05,0.1,"A",NA,NA,183,"A e"
"221","USGS","05418400",2013-01-06,0.1,"A",NA,NA,179,"A e"
"222","USGS","05418400",2013-01-07,0.1,"A",NA,NA,175,"A e"
"223","USGS","05418400",2013-01-08,0.1,"A",NA,NA,164,"A e"
"224","USGS","05418400",2013-01-09,0.1,"A",NA,NA,167,"A e"
"225","USGS","05418400",2013-01-10,0.1,"A",NA,NA,182,"A e"
"226","USGS","05418400",2013-01-11,0.1,"A",NA,NA,180,"A e"
"227","USGS","05418400",2013-01-12,0.1,"A",NA,NA,188,"A e"
"228","USGS","05418400",2013-01-13,0.1,"A",NA,NA,184,"A e"
"229","USGS","05418400",2013-01-14,0.1,"A",NA,NA,176,"A e"
"230","USGS","05418400",2013-01-15,0.1,"A",NA,NA,178,"A e"
"231","USGS","05418400",2013-01-16,0.1,"A",NA,NA,184,"A e"
"232","USGS","05418400",2013-01-17,0.1,"A",NA,NA,180,"A e"
"233","USGS","05418400",2013-01-18,0.1,"A",NA,NA,184,"A e"
"234","USGS","05418400",2013-01-19,0.1,"A",NA,NA,173,"A e"
"235","USGS","05418400",2013-01-20,0.1,"A",NA,NA,155,"A e"
"236","USGS","05418400",2013-01-21,0.1,"A",NA,NA,154,"A e"
"237","USGS","05418400",2013-01-22,0.1,"A",NA,NA,159,"A e"
"238","USGS","05418400",2013-01-23,0.1,"A",NA,NA,163,"A e"
"239","USGS","05418400",2013-01-24,0.1,"A",NA,NA,155,"A e"
"240","USGS","05418400",2013-01-25,0.1,"A",NA,NA,155,"A e"
"241","USGS","05418400",2013-01-26,0.1,"A",NA,NA,146,"A e"
"242","USGS","05418400",2013-01-27,0.1,"A",NA,NA,146,"A e"
"243","USGS","05418400",2013-01-28,0.1,"A",NA,NA,149,"A e"
"244","USGS","05418400",2013-01-29,0.1,"A",NA,NA,442,"A e"
"245","USGS","05418400",2013-01-30,0.1,"A",NA,NA,729,"A e"
"246","USGS","05418400",2013-01-31,0.1,"A",NA,NA,502,"A e"
"247","USGS","05418400",2013-02-01,0.1,"A",NA,NA,372,"A e"
"248","USGS","05418400",2013-02-02,0.1,"A",NA,NA,432,"A e"
"249","USGS","05418400",2013-02-03,0.1,"A",NA,NA,464,"A e"
"250","USGS","05418400",2013-02-04,0.1,"A",NA,NA,433,"A e"
"251","USGS","05418400",2013-02-05,0.1,"A",NA,NA,421,"A e"
"252","USGS","05418400",2013-02-06,0.1,"A",NA,NA,390,"A e"
"253","USGS","05418400",2013-02-07,0.1,"A",NA,NA,423,"A e"
"254","USGS","05418400",2013-02-08,0.1,"A",NA,NA,542,"A e"
"255","USGS","05418400",2013-02-09,0.1,"A",NA,NA,496,"A"
"256","USGS","05418400",2013-02-10,0.1,"A",NA,NA,765,"A"
"257","USGS","05418400",2013-02-11,0.1,"A",NA,NA,2290,"A"
"258","USGS","05418400",2013-02-12,0.4,"A",NA,NA,965,"A"
"259","USGS","05418400",2013-02-13,0.9,"A",NA,NA,560,"A e"
"260","USGS","05418400",2013-02-14,1.9,"A",NA,NA,489,"A e"
"261","USGS","05418400",2013-02-15,1,"A",NA,NA,403,"A e"
"262","USGS","05418400",2013-02-16,0.1,"A",NA,NA,356,"A e"
