"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","Left.Bank_Wtemp","Left.Bank_Wtemp_cd"
"1","USGS","07060000",2012-06-01,10.7,"A",NA,NA
"2","USGS","07060000",2012-06-02,11.1,"A",NA,NA
"3","USGS","07060000",2012-06-03,10.8,"A",NA,NA
"4","USGS","07060000",2012-06-04,10.9,"A",NA,NA
"5","USGS","07060000",2012-06-05,11,"A",NA,NA
"6","USGS","07060000",2012-06-06,11,"A",NA,NA
"7","USGS","07060000",2012-06-07,10.7,"A",NA,NA
"8","USGS","07060000",2012-06-08,10.7,"A",NA,NA
"9","USGS","07060000",2012-06-09,10.8,"A",NA,NA
"10","USGS","07060000",2012-06-10,10.6,"A",NA,NA
"11","USGS","07060000",2012-06-11,10.8,"A",NA,NA
"12","USGS","07060000",2012-06-12,10.9,"A",NA,NA
"13","USGS","07060000",2012-06-13,10.8,"A",NA,NA
"14","USGS","07060000",2012-06-14,11,"A",NA,NA
"15","USGS","07060000",2012-06-15,11.3,"A",NA,NA
"16","USGS","07060000",2012-06-16,11.3,"A",NA,NA
"17","USGS","07060000",2012-06-17,11.1,"A",NA,NA
"18","USGS","07060000",2012-06-18,11.2,"A",NA,NA
"19","USGS","07060000",2012-06-19,11.2,"A",NA,NA
"20","USGS","07060000",2012-06-20,11.1,"A",NA,NA
"21","USGS","07060000",2012-06-21,11.1,"A",NA,NA
"22","USGS","07060000",2012-06-22,11.3,"A",NA,NA
"23","USGS","07060000",2012-06-23,10.9,"A",NA,NA
"24","USGS","07060000",2012-06-24,11.4,"A",NA,NA
"25","USGS","07060000",2012-06-25,11.2,"A",NA,NA
"26","USGS","07060000",2012-06-26,11.3,"A",NA,NA
"27","USGS","07060000",2012-06-27,10.9,"A",NA,NA
"28","USGS","07060000",2012-06-28,11,"A",NA,NA
"29","USGS","07060000",2012-06-29,11.3,"A",NA,NA
"30","USGS","07060000",2012-06-30,11.5,"A",NA,NA
"31","USGS","07060000",2012-07-01,11.4,"A",NA,NA
"32","USGS","07060000",2012-07-02,11.2,"A",NA,NA
"33","USGS","07060000",2012-07-03,11.2,"A",NA,NA
"34","USGS","07060000",2012-07-04,11.4,"A",NA,NA
"35","USGS","07060000",2012-07-05,11.4,"A",NA,NA
"36","USGS","07060000",2012-07-06,11.4,"A",NA,NA
"37","USGS","07060000",2012-07-07,11.3,"A",NA,NA
"38","USGS","07060000",2012-07-08,11.3,"A",NA,NA
"39","USGS","07060000",2012-07-09,11.8,"A",NA,NA
"40","USGS","07060000",2012-07-10,11.5,"A",NA,NA
"41","USGS","07060000",2012-07-11,11.7,"A",NA,NA
"42","USGS","07060000",2012-07-12,11.6,"A",NA,NA
"43","USGS","07060000",2012-07-13,11.2,"A",NA,NA
"44","USGS","07060000",2012-07-14,11.4,"A",NA,NA
"45","USGS","07060000",2012-07-15,11.9,"A",NA,NA
"46","USGS","07060000",2012-07-16,11.5,"A",NA,NA
"47","USGS","07060000",2012-07-17,11.7,"A",NA,NA
"48","USGS","07060000",2012-07-18,11.5,"A",NA,NA
"49","USGS","07060000",2012-07-19,11.5,"A",NA,NA
"50","USGS","07060000",2012-07-20,11.7,"A",NA,NA
"51","USGS","07060000",2012-07-21,11.4,"A",NA,NA
"52","USGS","07060000",2012-07-22,11.9,"A",NA,NA
"53","USGS","07060000",2012-07-23,11.7,"A",NA,NA
"54","USGS","07060000",2012-07-24,11.9,"A",NA,NA
"55","USGS","07060000",2012-07-25,12.3,"A",NA,NA
"56","USGS","07060000",2012-07-26,11.9,"A",NA,NA
"57","USGS","07060000",2012-07-27,11.7,"A",NA,NA
"58","USGS","07060000",2012-07-28,11.6,"A",NA,NA
"59","USGS","07060000",2012-07-29,11.6,"A",NA,NA
"60","USGS","07060000",2012-07-30,11.9,"A",NA,NA
"61","USGS","07060000",2012-07-31,11.9,"A",NA,NA
"62","USGS","07060000",2012-08-01,11.8,"A",NA,NA
"63","USGS","07060000",2012-08-02,11.9,"A",NA,NA
"64","USGS","07060000",2012-08-03,12.3,"A",NA,NA
"65","USGS","07060000",2012-08-04,12,"A",NA,NA
"66","USGS","07060000",2012-08-05,12.4,"A",NA,NA
"67","USGS","07060000",2012-08-06,12.2,"A",NA,NA
"68","USGS","07060000",2012-08-07,11.8,"A",NA,NA
"69","USGS","07060000",2012-08-08,11.8,"A",NA,NA
"70","USGS","07060000",2012-08-09,12,"A",NA,NA
"71","USGS","07060000",2012-08-10,12.6,"A",NA,NA
"72","USGS","07060000",2012-08-11,12,"A",NA,NA
"73","USGS","07060000",2012-08-12,11.8,"A",NA,NA
"74","USGS","07060000",2012-08-13,12.1,"A",NA,NA
"75","USGS","07060000",2012-08-14,12.6,"A",NA,NA
"76","USGS","07060000",2012-08-15,11.9,"A",NA,NA
"77","USGS","07060000",2012-08-16,12.2,"A",NA,NA
"78","USGS","07060000",2012-08-17,12.1,"A",NA,NA
"79","USGS","07060000",2012-08-18,12.1,"A",NA,NA
"80","USGS","07060000",2012-08-19,12.1,"A",NA,NA
"81","USGS","07060000",2012-08-20,12.1,"A",NA,NA
"82","USGS","07060000",2012-08-21,12.4,"A",NA,NA
"83","USGS","07060000",2012-08-22,12.1,"A",NA,NA
"84","USGS","07060000",2012-08-23,12.1,"A",NA,NA
"85","USGS","07060000",2012-08-24,12.3,"A",NA,NA
"86","USGS","07060000",2012-08-25,12.1,"A",NA,NA
"87","USGS","07060000",2012-08-26,12.3,"A",NA,NA
"88","USGS","07060000",2012-08-27,12.4,"A",NA,NA
"89","USGS","07060000",2012-08-28,12.3,"A",NA,NA
"90","USGS","07060000",2012-08-29,12,"A",NA,NA
"91","USGS","07060000",2012-08-30,12.4,"A",NA,NA
"92","USGS","07060000",2012-08-31,12.7,"A",NA,NA
"93","USGS","07060000",2012-09-01,12.6,"A",NA,NA
"94","USGS","07060000",2012-09-02,12.9,"A",NA,NA
"95","USGS","07060000",2012-09-03,12.4,"A",NA,NA
"96","USGS","07060000",2012-09-04,12.3,"A",NA,NA
"97","USGS","07060000",2012-09-05,12.3,"A",NA,NA
"98","USGS","07060000",2012-09-06,12.5,"A",NA,NA
"99","USGS","07060000",2012-09-07,12.6,"A",NA,NA
"100","USGS","07060000",2012-09-08,12.8,"A",NA,NA
"101","USGS","07060000",2012-09-09,12.3,"A",NA,NA
"102","USGS","07060000",2012-09-10,12.2,"A",NA,NA
"103","USGS","07060000",2012-09-11,12.2,"A",NA,NA
"104","USGS","07060000",2012-09-12,12.4,"A",NA,NA
"105","USGS","07060000",2012-09-13,12.5,"A",NA,NA
"106","USGS","07060000",2012-09-14,12.5,"A",NA,NA
"107","USGS","07060000",2012-09-15,12.2,"A",NA,NA
"108","USGS","07060000",2012-09-16,12.1,"A",NA,NA
"109","USGS","07060000",2012-09-17,12.3,"A",NA,NA
"110","USGS","07060000",2012-09-18,12.8,"A",NA,NA
"111","USGS","07060000",2012-09-19,12.6,"A",NA,NA
"112","USGS","07060000",2012-09-20,12.4,"A",NA,NA
"113","USGS","07060000",2012-09-21,12.7,"A",NA,NA
"114","USGS","07060000",2012-09-22,12.8,"A",NA,NA
"115","USGS","07060000",2012-09-23,12.8,"A",NA,NA
"116","USGS","07060000",2012-09-24,12.4,"A",NA,NA
"117","USGS","07060000",2012-09-25,12.6,"A",NA,NA
"118","USGS","07060000",2012-09-26,12.9,"A",NA,NA
"119","USGS","07060000",2012-09-27,12.8,"A",NA,NA
"120","USGS","07060000",2012-09-28,12.9,"A",NA,NA
"121","USGS","07060000",2012-09-29,12.8,"A",NA,NA
"122","USGS","07060000",2012-09-30,12.5,"A",NA,NA
"123","USGS","07060000",2012-10-01,12.9,"A",NA,NA
"124","USGS","07060000",2012-10-02,12.7,"A",NA,NA
"125","USGS","07060000",2012-10-03,12.5,"A",NA,NA
"126","USGS","07060000",2012-10-04,12.8,"A",NA,NA
"127","USGS","07060000",2012-10-05,12.8,"A",NA,NA
"128","USGS","07060000",2012-10-06,12.7,"A",NA,NA
"129","USGS","07060000",2012-10-07,12.9,"A",NA,NA
"130","USGS","07060000",2012-10-08,12.6,"A",NA,NA
"131","USGS","07060000",2012-10-09,12.7,"A",NA,NA
"132","USGS","07060000",2012-10-10,13,"A",NA,NA
"133","USGS","07060000",2012-10-11,12.8,"A",NA,NA
"134","USGS","07060000",2012-10-12,12.4,"A",NA,NA
"135","USGS","07060000",2012-10-13,13,"A",NA,NA
"136","USGS","07060000",2012-10-14,13.1,"A",NA,NA
"137","USGS","07060000",2012-10-15,13.1,"A",NA,NA
"138","USGS","07060000",2012-10-16,12.9,"A",NA,NA
"139","USGS","07060000",2012-10-17,12.5,"A",NA,NA
"140","USGS","07060000",2012-10-18,13.1,"A",NA,NA
"141","USGS","07060000",2012-10-19,12.8,"A",NA,NA
"142","USGS","07060000",2012-10-20,13.2,"A",NA,NA
"143","USGS","07060000",2012-10-21,13.1,"A",NA,NA
"144","USGS","07060000",2012-10-22,13.1,"A",NA,NA
"145","USGS","07060000",2012-10-23,13.3,"A",NA,NA
"146","USGS","07060000",2012-10-24,13.4,"A",NA,NA
"147","USGS","07060000",2012-10-25,13.3,"A",NA,NA
"148","USGS","07060000",2012-10-26,14.1,"A",NA,NA
"149","USGS","07060000",2012-10-27,14.2,"A",NA,NA
"150","USGS","07060000",2012-10-28,13.7,"A",NA,NA
"151","USGS","07060000",2012-10-29,13.6,"A",NA,NA
"152","USGS","07060000",2012-10-30,13.5,"A",NA,NA
"153","USGS","07060000",2012-10-31,13.8,"A",NA,NA
"154","USGS","07060000",2012-11-01,13.9,"A",NA,NA
"155","USGS","07060000",2012-11-02,13.8,"A",NA,NA
"156","USGS","07060000",2012-11-03,13.5,"A",NA,NA
"157","USGS","07060000",2012-11-04,13.7,"A",NA,NA
"158","USGS","07060000",2012-11-05,13.3,"A",NA,NA
"159","USGS","07060000",2012-11-06,13.4,"A",NA,NA
"160","USGS","07060000",2012-11-07,13.8,"A",NA,NA
"161","USGS","07060000",2012-11-08,13.8,"A",NA,NA
"162","USGS","07060000",2012-11-09,13.5,"A",NA,NA
"163","USGS","07060000",2012-11-10,13.5,"A",NA,NA
"164","USGS","07060000",2012-11-11,13.5,"A",NA,NA
"165","USGS","07060000",2012-11-14,13.7,"A",NA,NA
"166","USGS","07060000",2012-11-15,13.5,"A",NA,NA
"167","USGS","07060000",2012-11-16,13.9,"A",NA,NA
"168","USGS","07060000",2012-11-17,13.9,"A",NA,NA
"169","USGS","07060000",2012-11-18,13.8,"A",NA,NA
"170","USGS","07060000",2012-11-19,13.4,"A",NA,NA
"171","USGS","07060000",2012-11-20,13.8,"A",NA,NA
"172","USGS","07060000",2012-11-21,13.5,"A",NA,NA
"173","USGS","07060000",2012-11-22,13.2,"A",NA,NA
"174","USGS","07060000",2012-11-23,13.5,"A",NA,NA
"175","USGS","07060000",2012-11-24,13.1,"A",NA,NA
"176","USGS","07060000",2012-11-25,13.1,"A",NA,NA
"177","USGS","07060000",2012-11-26,13.2,"A",NA,NA
"178","USGS","07060000",2012-11-27,13.3,"A",NA,NA
"179","USGS","07060000",2012-11-28,13.4,"A",NA,NA
"180","USGS","07060000",2012-11-29,13.1,"A",NA,NA
"181","USGS","07060000",2012-11-30,13.2,"A",NA,NA
"182","USGS","07060000",2012-12-01,13.1,"A",NA,NA
"183","USGS","07060000",2012-12-02,13.3,"A",NA,NA
"184","USGS","07060000",2012-12-03,13.3,"A",NA,NA
"185","USGS","07060000",2012-12-04,13.2,"A",NA,NA
"186","USGS","07060000",2012-12-05,13.2,"A",NA,NA
"187","USGS","07060000",2012-12-06,13.1,"A",NA,NA
"188","USGS","07060000",2012-12-07,13.1,"A",NA,NA
"189","USGS","07060000",2012-12-08,12.9,"A",NA,NA
"190","USGS","07060000",2012-12-09,13.1,"A",NA,NA
"191","USGS","07060000",2012-12-10,12.9,"A",NA,NA
"192","USGS","07060000",2012-12-11,12.9,"A",NA,NA
"193","USGS","07060000",2012-12-12,12.6,"A",NA,NA
"194","USGS","07060000",2012-12-13,12.5,"A",NA,NA
"195","USGS","07060000",2012-12-14,12.5,"A",NA,NA
"196","USGS","07060000",2012-12-15,12.6,"A",NA,NA
"197","USGS","07060000",2012-12-16,12.4,"A",NA,NA
"198","USGS","07060000",2012-12-17,12.3,"A",NA,NA
"199","USGS","07060000",2012-12-18,12.2,"A",NA,NA
"200","USGS","07060000",2012-12-19,12.2,"A",NA,NA
"201","USGS","07060000",2012-12-20,11.9,"A",NA,NA
"202","USGS","07060000",2012-12-21,11.8,"A",NA,NA
"203","USGS","07060000",2012-12-22,11.8,"A",NA,NA
"204","USGS","07060000",2012-12-23,11.9,"A",NA,NA
"205","USGS","07060000",2012-12-24,11.5,"A",NA,NA
"206","USGS","07060000",2012-12-25,10.7,"A",NA,NA
"207","USGS","07060000",2012-12-26,11,"A",NA,NA
"208","USGS","07060000",2012-12-27,10.9,"A",NA,NA
"209","USGS","07060000",2012-12-28,10.7,"A",NA,NA
"210","USGS","07060000",2012-12-29,10.7,"A",NA,NA
"211","USGS","07060000",2012-12-30,10.4,"A",NA,NA
"212","USGS","07060000",2012-12-31,10.3,"A",NA,NA
"213","USGS","07060000",2013-01-01,10.4,"A",NA,NA
"214","USGS","07060000",2013-06-01,9.6,"A",NA,NA
"215","USGS","07060000",2013-06-02,9.4,"A",NA,NA
"216","USGS","07060000",2013-06-03,9.6,"A",NA,NA
"217","USGS","07060000",2013-06-04,9.7,"A",NA,NA
"218","USGS","07060000",2013-06-05,9.5,"A",NA,NA
"219","USGS","07060000",2013-06-06,9.9,"A",NA,NA
"220","USGS","07060000",2013-06-07,9.8,"A",NA,NA
"221","USGS","07060000",2013-06-08,9.7,"A",NA,NA
"222","USGS","07060000",2013-06-09,9.6,"A",NA,NA
"223","USGS","07060000",2013-06-10,9.9,"A",NA,NA
"224","USGS","07060000",2013-06-11,10.1,"A",NA,NA
"225","USGS","07060000",2013-06-12,10.2,"A",NA,NA
"226","USGS","07060000",2013-06-13,10.2,"A",NA,NA
"227","USGS","07060000",2013-06-14,9.7,"A",NA,NA
"228","USGS","07060000",2013-06-15,9.5,"A",NA,NA
"229","USGS","07060000",2013-06-16,9.6,"A",NA,NA
"230","USGS","07060000",2013-06-17,9.6,"A",NA,NA
"231","USGS","07060000",2013-06-18,9.7,"A",NA,NA
"232","USGS","07060000",2013-06-19,9.7,"A",NA,NA
"233","USGS","07060000",2013-06-20,9.8,"A",NA,NA
"234","USGS","07060000",2013-06-21,9.8,"A",NA,NA
"235","USGS","07060000",2013-06-22,10,"A",NA,NA
"236","USGS","07060000",2013-06-23,9.7,"A",NA,NA
"237","USGS","07060000",2013-06-24,9.7,"A",NA,NA
"238","USGS","07060000",2013-06-25,9.6,"A",NA,NA
"239","USGS","07060000",2013-06-26,9.7,"A",NA,NA
"240","USGS","07060000",2013-06-27,9.8,"A",NA,NA
"241","USGS","07060000",2013-06-28,9.8,"A",NA,NA
"242","USGS","07060000",2013-06-29,9.8,"A",NA,NA
"243","USGS","07060000",2013-06-30,9.9,"A",NA,NA
"244","USGS","07060000",2013-07-01,9.9,"A",NA,NA
"245","USGS","07060000",2013-07-02,9.9,"A",NA,NA
"246","USGS","07060000",2013-07-03,9.9,"A",NA,NA
"247","USGS","07060000",2013-07-04,10.1,"A",NA,NA
"248","USGS","07060000",2013-07-05,11.2,"A",NA,NA
"249","USGS","07060000",2013-07-06,11.3,"A",NA,NA
"250","USGS","07060000",2013-07-07,10.8,"A",NA,NA
"251","USGS","07060000",2013-07-08,10.4,"A",NA,NA
"252","USGS","07060000",2013-07-09,10.5,"A",NA,NA
"253","USGS","07060000",2013-07-10,10.2,"A",NA,NA
"254","USGS","07060000",2013-07-11,10.6,"A",NA,NA
"255","USGS","07060000",2013-07-12,10.4,"A",NA,NA
"256","USGS","07060000",2013-07-13,10.6,"A",NA,NA
"257","USGS","07060000",2013-07-14,10.8,"A",NA,NA
"258","USGS","07060000",2013-07-15,10.6,"A",NA,NA
"259","USGS","07060000",2013-07-16,10.5,"A",NA,NA
"260","USGS","07060000",2013-07-17,10.5,"A",NA,NA
"261","USGS","07060000",2013-07-18,10.4,"A",NA,NA
"262","USGS","07060000",2013-07-19,10.5,"A",NA,NA
"263","USGS","07060000",2013-07-20,10.8,"A",NA,NA
"264","USGS","07060000",2013-07-21,10.5,"A",NA,NA
"265","USGS","07060000",2013-07-22,10.8,"A",NA,NA
"266","USGS","07060000",2013-07-23,10.6,"A",NA,NA
"267","USGS","07060000",2013-07-24,10.6,"A",NA,NA
"268","USGS","07060000",2013-07-25,10.7,"A",NA,NA
"269","USGS","07060000",2013-07-26,10.4,"A",NA,NA
"270","USGS","07060000",2013-07-27,11,"A",NA,NA
"271","USGS","07060000",2013-07-28,10.6,"A",NA,NA
"272","USGS","07060000",2013-07-29,10.5,"A",NA,NA
"273","USGS","07060000",2013-07-30,10.8,"A",NA,NA
"274","USGS","07060000",2013-07-31,11.3,"A",NA,NA
"275","USGS","07060000",2013-08-01,11.1,"A",NA,NA
"276","USGS","07060000",2013-08-02,10.7,"A",NA,NA
"277","USGS","07060000",2013-08-03,11.1,"A",NA,NA
"278","USGS","07060000",2013-08-04,10.8,"A",NA,NA
"279","USGS","07060000",2013-08-05,10.8,"A",NA,NA
"280","USGS","07060000",2013-08-06,10.9,"A",NA,NA
"281","USGS","07060000",2013-08-07,11,"A",NA,NA
"282","USGS","07060000",2013-08-08,11.1,"A",NA,NA
"283","USGS","07060000",2013-08-09,11.2,"A",NA,NA
"284","USGS","07060000",2013-08-10,11.5,"A",NA,NA
"285","USGS","07060000",2013-08-11,11.2,"A",NA,NA
"286","USGS","07060000",2013-08-12,11.1,"A",NA,NA
"287","USGS","07060000",2013-08-13,11.2,"A",NA,NA
"288","USGS","07060000",2013-08-14,11.5,"A",NA,NA
"289","USGS","07060000",2013-08-16,11.1,"A",NA,NA
"290","USGS","07060000",2013-08-17,11.2,"A",NA,NA
"291","USGS","07060000",2013-08-18,11.2,"A",NA,NA
"292","USGS","07060000",2013-08-19,11.2,"A",NA,NA
"293","USGS","07060000",2013-08-20,11.5,"A",NA,NA
"294","USGS","07060000",2013-08-21,11.5,"A",NA,NA
"295","USGS","07060000",2013-08-22,11.7,"A",NA,NA
"296","USGS","07060000",2013-08-23,11.7,"A",NA,NA
"297","USGS","07060000",2013-08-24,11.8,"A",NA,NA
"298","USGS","07060000",2013-08-25,12,"A",NA,NA
"299","USGS","07060000",2013-08-26,12.1,"A",NA,NA
"300","USGS","07060000",2013-08-27,12.3,"A",NA,NA
"301","USGS","07060000",2013-08-28,12.4,"A",NA,NA
"302","USGS","07060000",2013-08-29,12.3,"A",NA,NA
"303","USGS","07060000",2013-08-30,12.6,"A",NA,NA
"304","USGS","07060000",2013-08-31,12.6,"A",NA,NA
"305","USGS","07060000",2013-09-01,12.8,"A",NA,NA
"306","USGS","07060000",2013-09-02,12.9,"A",NA,NA
"307","USGS","07060000",2013-09-03,12.9,"A",NA,NA
"308","USGS","07060000",2013-09-04,13.1,"A",NA,NA
"309","USGS","07060000",2013-09-05,13.1,"A",NA,NA
"310","USGS","07060000",2013-09-06,13.2,"A",NA,NA
"311","USGS","07060000",2013-09-07,13.4,"A",NA,NA
"312","USGS","07060000",2013-09-08,13.3,"A",NA,NA
"313","USGS","07060000",2013-09-09,13.4,"A",NA,NA
"314","USGS","07060000",2013-09-10,13.3,"A",NA,NA
"315","USGS","07060000",2013-09-11,13.4,"A",NA,NA
"316","USGS","07060000",2013-09-12,13.3,"A",NA,NA
"317","USGS","07060000",2013-09-13,13.3,"A",NA,NA
"318","USGS","07060000",2013-09-14,12.9,"A",NA,NA
"319","USGS","07060000",2013-09-15,13.1,"A",NA,NA
"320","USGS","07060000",2013-09-16,13.3,"A",NA,NA
"321","USGS","07060000",2013-09-17,13.4,"A",NA,NA
"322","USGS","07060000",2013-09-18,13.2,"A",NA,NA
"323","USGS","07060000",2013-09-19,13.6,"A",NA,NA
"324","USGS","07060000",2013-09-20,13.7,"A",NA,NA
"325","USGS","07060000",2013-09-21,13.7,"A",NA,NA
"326","USGS","07060000",2013-09-22,13.3,"A",NA,NA
"327","USGS","07060000",2013-09-23,13.5,"A",NA,NA
"328","USGS","07060000",2013-09-24,15.4,"A",NA,NA
"329","USGS","07060000",2013-09-25,15.2,"A",NA,NA
"330","USGS","07060000",2013-09-26,15.1,"A",NA,NA
"331","USGS","07060000",2013-09-27,13.9,"A",NA,NA
"332","USGS","07060000",2013-09-28,13.9,"A",NA,NA
"333","USGS","07060000",2013-09-29,14.3,"A",NA,NA
"334","USGS","07060000",2013-09-30,14.1,"A",NA,NA
"335","USGS","07060000",2013-10-01,14.1,"A",NA,NA
"336","USGS","07060000",2013-10-02,14.3,"A",NA,NA
"337","USGS","07060000",2013-10-03,14.1,"A",NA,NA
"338","USGS","07060000",2013-10-04,14.3,"A",NA,NA
"339","USGS","07060000",2013-10-05,14.4,"A",NA,NA
"340","USGS","07060000",2013-10-06,14.2,"A",NA,NA
"341","USGS","07060000",2013-10-07,14.5,"A",NA,NA
"342","USGS","07060000",2013-10-08,14,"A",NA,NA
"343","USGS","07060000",2013-10-09,14.1,"A",NA,NA
"344","USGS","07060000",2013-10-10,14.3,"A",NA,NA
"345","USGS","07060000",2013-10-11,14.3,"A",NA,NA
"346","USGS","07060000",2013-10-12,14.4,"A",NA,NA
"347","USGS","07060000",2013-10-13,14.4,"A",NA,NA
"348","USGS","07060000",2013-10-14,14.1,"A",NA,NA
"349","USGS","07060000",2013-10-15,14.3,"A",NA,NA
"350","USGS","07060000",2013-10-16,14.7,"A",NA,NA
"351","USGS","07060000",2013-10-17,14.8,"A",NA,NA
"352","USGS","07060000",2013-10-18,14.3,"A",NA,NA
"353","USGS","07060000",2013-10-19,14,"A",NA,NA
"354","USGS","07060000",2013-10-20,14.1,"A",NA,NA
"355","USGS","07060000",2013-10-21,14.3,"A",NA,NA
"356","USGS","07060000",2013-10-22,14.7,"A",NA,NA
"357","USGS","07060000",2013-10-23,14.8,"A",NA,NA
"358","USGS","07060000",2013-10-24,14.7,"A",NA,NA
"359","USGS","07060000",2013-10-25,14.6,"A",NA,NA
"360","USGS","07060000",2013-10-26,14.3,"A",NA,NA
"361","USGS","07060000",2013-10-27,14.4,"A",NA,NA
"362","USGS","07060000",2013-10-28,14.7,"A",NA,NA
"363","USGS","07060000",2013-10-29,14.6,"A",NA,NA
"364","USGS","07060000",2013-10-30,14.8,"A",NA,NA
"365","USGS","07060000",2013-10-31,14.9,"A",NA,NA
"366","USGS","07060000",2013-11-01,14.5,"A",NA,NA
"367","USGS","07060000",2013-11-02,14.3,"A",NA,NA
"368","USGS","07060000",2013-11-03,14.1,"A",NA,NA
"369","USGS","07060000",2013-11-04,14.2,"A",NA,NA
"370","USGS","07060000",2013-11-05,15.1,"A",NA,NA
"371","USGS","07060000",2013-11-06,15,"A",NA,NA
"372","USGS","07060000",2013-11-07,15,"A",NA,NA
"373","USGS","07060000",2013-11-08,14.3,"A",NA,NA
"374","USGS","07060000",2013-11-09,14.3,"A",NA,NA
"375","USGS","07060000",2013-11-10,14.5,"A",NA,NA
"376","USGS","07060000",2013-11-11,14.4,"A",NA,NA
"377","USGS","07060000",2013-11-12,14.3,"A",NA,NA
"378","USGS","07060000",2013-11-13,14.3,"A",NA,NA
"379","USGS","07060000",2013-11-14,14,"A",NA,NA
"380","USGS","07060000",2013-11-15,14.2,"A",NA,NA
"381","USGS","07060000",2013-11-16,14.4,"A",NA,NA
"382","USGS","07060000",2013-11-17,14.7,"A",NA,NA
"383","USGS","07060000",2013-11-18,14.2,"A",NA,NA
"384","USGS","07060000",2013-11-19,14.4,"A",NA,NA
"385","USGS","07060000",2013-11-20,14.3,"A",NA,NA
"386","USGS","07060000",2013-11-21,14.3,"A",NA,NA
"387","USGS","07060000",2013-11-22,14.3,"A",NA,NA
"388","USGS","07060000",2013-11-23,14.1,"A",NA,NA
"389","USGS","07060000",2013-11-24,13.5,"A",NA,NA
"390","USGS","07060000",2013-11-25,13.6,"A",NA,NA
"391","USGS","07060000",2013-11-26,13.8,"A",NA,NA
"392","USGS","07060000",2013-11-27,13.6,"A",NA,NA
"393","USGS","07060000",2013-11-28,13.2,"A",NA,NA
"394","USGS","07060000",2013-11-29,13,"A",NA,NA
"395","USGS","07060000",2013-11-30,12.8,"A",NA,NA
"396","USGS","07060000",2013-12-01,13.1,"A",NA,NA
"397","USGS","07060000",2013-12-02,13.2,"A",NA,NA
"398","USGS","07060000",2013-12-03,13.1,"A",NA,NA
"399","USGS","07060000",2013-12-04,13.1,"A",NA,NA
"400","USGS","07060000",2013-12-05,12.5,"A",NA,NA
"401","USGS","07060000",2013-12-06,11.9,"A",NA,NA
"402","USGS","07060000",2013-12-07,11.8,"A",NA,NA
"403","USGS","07060000",2013-12-08,11.2,"A",NA,NA
"404","USGS","07060000",2013-12-09,11.4,"A",NA,NA
"405","USGS","07060000",2013-12-10,11.3,"A",NA,NA
"406","USGS","07060000",2013-12-11,11.2,"A",NA,NA
"407","USGS","07060000",2013-12-12,10.8,"A",NA,NA
"408","USGS","07060000",2013-12-13,10.8,"A",NA,NA
"409","USGS","07060000",2013-12-14,10.7,"A",NA,NA
"410","USGS","07060000",2013-12-15,10.6,"A",NA,NA
"411","USGS","07060000",2013-12-16,10.7,"A",NA,NA
"412","USGS","07060000",2013-12-17,10.6,"A",NA,NA
"413","USGS","07060000",2013-12-18,10.5,"A",NA,NA
"414","USGS","07060000",2013-12-19,10.5,"A",NA,NA
"415","USGS","07060000",2013-12-20,10.8,"A",NA,NA
"416","USGS","07060000",2013-12-21,10.2,"A",NA,NA
"417","USGS","07060000",2013-12-22,9.8,"A",NA,NA
"418","USGS","07060000",2013-12-23,9.8,"A",NA,NA
"419","USGS","07060000",2013-12-24,9.5,"A",NA,NA
"420","USGS","07060000",2013-12-25,9.3,"A",NA,NA
"421","USGS","07060000",2013-12-26,9.3,"A",NA,NA
"422","USGS","07060000",2013-12-27,9.3,"A",NA,NA
"423","USGS","07060000",2013-12-28,9.1,"A",NA,NA
"424","USGS","07060000",2013-12-29,9.2,"A",NA,NA
"425","USGS","07060000",2013-12-30,9,"A",NA,NA
"426","USGS","07060000",2013-12-31,8.8,"A",NA,NA
"427","USGS","07060000",2014-01-01,8.7,"A",NA,NA
"428","USGS","07060000",2014-01-02,8.8,"A",NA,NA
"429","USGS","07060000",2014-01-03,8.6,"A",NA,NA
"430","USGS","07060000",2014-01-04,8.5,"A",NA,NA
"431","USGS","07060000",2014-01-05,8.2,"A",NA,NA
"432","USGS","07060000",2014-01-06,8.1,"A",NA,NA
"433","USGS","07060000",2014-01-07,7.8,"A",NA,NA
"434","USGS","07060000",2014-06-01,18.3,"A",NA,NA
"435","USGS","07060000",2014-06-02,16.6,"A",NA,NA
"436","USGS","07060000",2014-06-03,18,"A",NA,NA
"437","USGS","07060000",2014-06-04,14.1,"A",NA,NA
"438","USGS","07060000",2014-06-05,13.8,"A",NA,NA
"439","USGS","07060000",2014-06-06,8.4,"A",NA,NA
"440","USGS","07060000",2014-06-07,8.5,"A",NA,NA
"441","USGS","07060000",2014-06-08,8.3,"A",NA,NA
"442","USGS","07060000",2014-06-09,8.3,"A",NA,NA
"443","USGS","07060000",2014-06-10,8.5,"A",NA,NA
"444","USGS","07060000",2014-06-11,8.8,"A",NA,NA
"445","USGS","07060000",2014-06-12,8.9,"A",NA,NA
"446","USGS","07060000",2014-06-13,8.9,"A",NA,NA
"447","USGS","07060000",2014-06-14,8.8,"A",NA,NA
"448","USGS","07060000",2014-06-15,8.8,"A",NA,NA
"449","USGS","07060000",2014-06-16,9,"A",NA,NA
"450","USGS","07060000",2014-06-17,9.1,"A",NA,NA
"451","USGS","07060000",2014-06-18,9.2,"A",NA,NA
